Date,Parameter1,Parameter2,Parameter3,Parameter4
2011-03-26,22881,405319,77782,605372
2011-03-27,572560,421942,910884,25651
2011-03-28,710377,629178,325045,34313
2011-03-29,252254,244287,938832,370821
2011-03-30,169475,228495,804364,449902
2011-03-31,734202,776101,161308,625851
2011-04-01,511725,448056,673735,465080
2011-04-02,474429,457289,714529,875713
2011-04-03,350978,29793,293848,576596
2011-04-04,754714,647014,724043,377728
2011-04-05,691730,772688,342095,454563
2011-04-06,825666,876319,657107,628106
2011-04-07,981009,165135,228023,824281
2011-04-08,327576,86146,375887,192175
2011-04-09,447234,640525,281289,656887
2011-04-10,597574,972536,159949,98908
2011-04-11,887720,737797,269106,992035
2011-04-12,768922,963504,234013,33854
2011-04-13,841913,216481,680762,509985
2011-04-14,11313,245280,161050,520685
2011-04-15,422712,178357,966679,82063
2011-04-16,360390,752234,775697,912725
2011-04-17,260172,895984,159877,828778
2011-04-18,702229,63725,483387,229283
2011-04-19,746000,414208,493200,405627
2011-04-20,7174,735765,171623,75250
2011-04-21,933922,265154,558686,660595
2011-04-22,358459,204772,370581,182133
2011-04-23,54339,509885,357125,316773
2011-04-24,514303,366006,312822,779658
2011-04-25,89897,270561,694714,740856
2011-04-26,39315,559307,899354,744016
2011-04-27,550944,506921,584875,718740
2011-04-28,98314,846679,14192,197362
2011-04-29,657088,207782,438238,490632
2011-04-30,384375,196257,932795,244077
2011-05-01,903899,810728,609366,810591
2011-05-02,126301,925832,333498,495880
2011-05-03,891469,210404,17005,976890
2011-05-04,440852,913188,249346,294029
2011-05-05,371868,889889,135724,127064
2011-05-06,134171,435229,459468,453068
2011-05-07,397261,714079,925802,247021
2011-05-08,443545,719929,375003,99838
2011-05-09,703356,379870,977818,820795
2011-05-10,226589,25928,286317,528209
2011-05-11,512628,825789,170540,68783
2011-05-12,738554,249690,344793,673340
2011-05-13,383887,259543,128915,461993
2011-05-14,215469,836978,864561,498740
2011-05-15,456237,16311,436315,756964
2011-05-16,668958,646836,592368,89336
2011-05-17,601594,65907,789585,428364
2011-05-18,133414,228267,311993,789368
2011-05-19,332220,149116,348294,511414
2011-05-20,700704,500634,926103,816164
2011-05-21,223538,839028,227666,302413
2011-05-22,855111,728554,229163,524387
2011-05-23,837795,574717,744446,801861
2011-05-24,226785,924134,763436,61581
2011-05-25,862796,454503,962033,288456
2011-05-26,773463,719106,824386,924663
2011-05-27,253445,371127,362797,627979
2011-05-28,72811,665618,374291,579592
2011-05-29,624620,385243,380147,982431
2011-05-30,987767,356864,961784,902718
2011-05-31,774943,877746,950788,113804
2011-06-01,493520,180433,641121,749451
2011-06-02,496225,354093,154720,955793
2011-06-03,866997,670223,254905,376219
2011-06-04,857586,47339,591570,183117
2011-06-05,730113,691335,454892,546701
2011-06-06,312918,29905,821385,851817
2011-06-07,299484,721107,36197,910166
2011-06-08,867781,913051,197680,953454
2011-06-09,19396,896552,525476,128172
2011-06-10,415809,344337,999924,452154
2011-06-11,451471,23712,239811,140120
2011-06-12,581093,301200,405778,414605
2011-06-13,901735,763583,489256,871432
2011-06-14,888817,560636,395766,814021
2011-06-15,833460,109278,320985,354667
2011-06-16,307622,793934,399298,616824
2011-06-17,181229,565750,7148,183872
2011-06-18,24088,154044,342337,431924
2011-06-19,838807,855794,638936,659334
2011-06-20,818991,249705,684952,234823
2011-06-21,638343,337746,80053,657334
2011-06-22,759807,780468,726642,511167
2011-06-23,566264,625657,616874,877048
2011-06-24,229117,396368,672565,812766
2011-06-25,876551,226865,271336,864335
2011-06-26,160717,8144,664126,818725
2011-06-27,286212,13466,323518,157624
2011-06-28,564987,456883,644222,638889
2011-06-29,528054,997675,391026,934588
2011-06-30,930812,542022,853667,647828
2011-07-01,28776,242419,281571,86111
2011-07-02,217043,655175,3257,444019
2011-07-03,379344,270345,450365,145861
2011-07-04,118324,724396,329868,401069
2011-07-05,497234,315584,722675,989818
2011-07-06,281424,435290,884785,187706
2011-07-07,46640,556034,34263,754341
2011-07-08,850271,699812,834033,434398
2011-07-09,93913,539574,369814,485287
2011-07-10,36674,60821,931418,144131
2011-07-11,862574,430572,825668,97869
2011-07-12,952189,794307,550215,825931
2011-07-13,954550,218377,983391,561886
2011-07-14,305395,547596,34695,916681
2011-07-15,405724,383944,100222,365790
2011-07-16,619728,777459,880918,633437
2011-07-17,409215,531450,458599,620070
2011-07-18,359606,606885,982824,350638
2011-07-19,141156,68309,971923,543978
2011-07-20,6573,604069,389685,917625
2011-07-21,924456,296296,189726,947234
2011-07-22,610339,501955,12442,16026
2011-07-23,790296,721395,825211,946306
2011-07-24,705187,236088,12713,527739
2011-07-25,519006,829033,348024,779832
2011-07-26,259493,122069,5270,916068
2011-07-27,652491,493375,448061,830599
2011-07-28,542573,454810,285769,797556
2011-07-29,941218,900824,600366,588836
2011-07-30,188134,820270,349242,514216
2011-07-31,257895,413877,31261,751822
2011-08-01,594328,173628,351968,28123
2011-08-02,849245,175860,867893,549658
2011-08-03,593924,774370,994194,581204
2011-08-04,20841,781344,316063,802787
2011-08-05,251826,270683,351520,810074
2011-08-06,805854,629182,69641,488057
2011-08-07,754254,993455,230878,988771
2011-08-08,900760,541501,120357,830789
2011-08-09,808294,976478,31200,859408
2011-08-10,349812,776068,723720,198731
2011-08-11,919394,191618,46488,229217
2011-08-12,97316,18071,524356,807049
2011-08-13,543055,407351,681268,506774
2011-08-14,765219,498985,799022,264453
2011-08-15,870685,905468,567569,232660
2011-08-16,951332,370116,481813,874360
2011-08-17,560452,763301,59952,650795
2011-08-18,810447,526987,679689,88674
2011-08-19,409995,841636,115452,205598
2011-08-20,770615,547300,595397,879178
2011-08-21,115761,554767,127493,294528
2011-08-22,723407,364355,172510,536037
2011-08-23,302393,967280,709126,902688
2011-08-24,235477,901278,944870,315608
2011-08-25,362851,647737,799688,840465
2011-08-26,465239,562878,496560,407619
2011-08-27,84023,176087,929838,938215
2011-08-28,994616,110401,148480,565227
2011-08-29,652106,654337,670320,508287
2011-08-30,454916,743043,120527,471275
2011-08-31,29549,77833,730981,313498
2011-09-01,56217,578045,480713,932876
2011-09-02,489090,315936,225727,234533
2011-09-03,973798,756301,627331,241322
2011-09-04,549779,239608,924319,546105
2011-09-05,844888,43821,248187,741388
2011-09-06,570248,561247,432743,436398
2011-09-07,169280,948921,742023,826593
2011-09-08,511366,304405,258064,723099
2011-09-09,118612,415255,217692,737799
2011-09-10,674062,37837,443770,414698
2011-09-11,71528,379802,136931,311532
2011-09-12,820166,576473,508559,644134
2011-09-13,961996,954485,697095,874416
2011-09-14,687465,83400,604515,561450
2011-09-15,451710,381288,618096,181492
2011-09-16,678727,709662,399839,903291
2011-09-17,280761,126835,956326,533996
2011-09-18,106861,739224,857480,376475
2011-09-19,298526,352330,184048,614282
2011-09-20,537296,152531,404664,665898
2011-09-21,590856,839488,503782,763834
2011-09-22,189070,329123,826832,318315
2011-09-23,243504,757654,926306,144425
2011-09-24,741076,37671,508289,697609
2011-09-25,659228,601911,261779,232556
2011-09-26,473990,618214,571923,890082
2011-09-27,925086,386311,576599,722094
2011-09-28,937975,441790,14084,27753
2011-09-29,855172,426535,983232,347997
2011-09-30,965626,666004,237538,6482
2011-10-01,708931,126392,989826,714422
2011-10-02,889738,354144,44236,394845
2011-10-03,772198,129730,321559,122487
2011-10-04,463643,403599,625336,490462
2011-10-05,550354,740042,386667,209017
2011-10-06,538029,930709,175605,81083
2011-10-07,841803,291023,63058,97037
2011-10-08,668772,76322,736736,84822
2011-10-09,529128,941859,274355,435728
2011-10-10,257827,374643,643921,494509
2011-10-11,137452,611589,630943,795168
2011-10-12,513293,770872,669604,221608
2011-10-13,873336,590931,695287,871770
2011-10-14,249399,915719,411610,900191
2011-10-15,845054,704309,686348,491436
2011-10-16,217815,278254,643705,319443
2011-10-17,455467,673964,917456,76906
2011-10-18,53577,241338,758788,96118
2011-10-19,670532,934250,351004,197602
2011-10-20,60715,94250,56550,325295
2011-10-21,399144,567012,323361,537457
2011-10-22,166258,743698,423397,239100
2011-10-23,380575,63238,537930,96582
2011-10-24,459011,217588,970655,930083
2011-10-25,473316,667780,9422,594251
2011-10-26,250233,875973,769029,855484
2011-10-27,704657,854926,36618,923158
2011-10-28,514128,977321,273561,378765
2011-10-29,85031,236463,689577,754576
2011-10-30,248514,866913,558061,192218
2011-10-31,574149,451637,187409,325206
2011-11-01,784481,637717,861939,954684
2011-11-02,205046,861581,908989,275498
2011-11-03,315725,497858,213204,683661
2011-11-04,517708,621967,350012,448215
2011-11-05,925075,816111,93473,585663
2011-11-06,51965,983504,8370,907936
2011-11-07,766230,537773,896671,309527
2011-11-08,579560,957780,96133,974507
2011-11-09,990216,501953,110766,743584
2011-11-10,697708,503802,874461,994544
2011-11-11,470468,202158,373491,105318
2011-11-12,304839,338307,828015,16540
2011-11-13,252,946833,508548,402337
2011-11-14,227312,548497,983071,695016
2011-11-15,674688,472041,73732,241050
2011-11-16,624598,105940,13179,392414
2011-11-17,170002,14100,786450,698356
2011-11-18,571782,886532,187387,988497
2011-11-19,609522,914763,561384,518429
2011-11-20,591101,81423,198434,122242
2011-11-21,369668,405305,548912,236275
2011-11-22,124277,376237,6207,80230
2011-11-23,296361,901915,776462,771746
2011-11-24,760557,134140,805978,223858
2011-11-25,246963,830680,559104,172910
2011-11-26,155660,320788,532055,644518
2011-11-27,595824,225388,418081,346380
2011-11-28,124197,799823,662609,469940
2011-11-29,271106,960902,549034,381845
2011-11-30,338179,474642,838528,345179
2011-12-01,684461,916822,278176,574760
2011-12-02,858709,245041,326256,895939
2011-12-03,39207,901845,94307,393573
2011-12-04,566605,898968,53931,715697
2011-12-05,117872,541905,979641,714650
2011-12-06,231350,502795,892382,814388
2011-12-07,403662,453778,215183,859134
2011-12-08,51422,519203,319794,909630
2011-12-09,243218,91703,694644,419653
2011-12-10,484365,613727,503539,571246
2011-12-11,824590,131612,407111,697661
2011-12-12,753193,432984,451135,346964
2011-12-13,235560,491172,391750,295932
2011-12-14,477689,753773,375177,268590
2011-12-15,453209,304801,425613,176712
2011-12-16,719461,807411,808040,899691
2011-12-17,861915,830430,435346,140252
2011-12-18,683223,330100,470691,877981
2011-12-19,700359,787621,360449,33842
2011-12-20,480560,825741,170712,8553
2011-12-21,4618,456976,463997,602626
2011-12-22,28377,212592,487794,166848
2011-12-23,648313,695723,531492,380406
2011-12-24,384310,728137,966898,982082
2011-12-25,198307,581682,753360,282086
2011-12-26,669336,986735,742354,312166
2011-12-27,657713,175629,765695,360107
2011-12-28,343466,540743,535491,719063
2011-12-29,120267,747427,769838,694410
2011-12-30,973396,41452,575978,803693
2011-12-31,604362,180698,86781,183989
2012-01-01,465458,503794,545957,127836
2012-01-02,392853,906441,381896,93907
2012-01-03,678300,605987,452730,329500
2012-01-04,205020,798744,576082,764288
2012-01-05,475063,162785,405502,291295
2012-01-06,769179,303573,589725,589826
2012-01-07,444001,345525,158693,288413
2012-01-08,694596,217302,901083,922420
2012-01-09,8803,521511,18220,744957
2012-01-10,211284,523180,255837,772238
2012-01-11,302470,989566,671556,268316
2012-01-12,163002,847277,660556,723201
2012-01-13,872582,214432,778573,3003
2012-01-14,832316,295941,586638,554796
2012-01-15,447313,582476,806734,101362
2012-01-16,167025,779112,462515,139000
2012-01-17,169917,276870,604874,194384
2012-01-18,835089,904018,913494,906213
2012-01-19,549297,414727,500489,805973
2012-01-20,792963,723,419288,281843
2012-01-21,101742,966122,311666,21710
2012-01-22,314402,445769,809297,896939
2012-01-23,958526,226580,974680,398097
2012-01-24,555452,183536,180805,537014
2012-01-25,217175,412475,621474,984335
2012-01-26,263035,387028,452202,63024
2012-01-27,552571,566986,537665,115167
2012-01-28,701694,677994,558619,646702
2012-01-29,758911,716840,144296,660657
2012-01-30,331602,174657,886790,864676
2012-01-31,193698,268835,501557,234254
2012-02-01,107836,925656,382341,970468
2012-02-02,817324,367148,74166,479707
2012-02-03,864655,369927,117877,527747
2012-02-04,314157,768662,915602,107364
2012-02-05,493899,843031,821191,285950
2012-02-06,589159,516673,511652,358646
2012-02-07,907516,22872,248823,822662
2012-02-08,717833,156436,62561,361854
2012-02-09,619259,353824,495488,894427
2012-02-10,201967,679391,232758,857622
2012-02-11,34851,165729,694434,980900
2012-02-12,680714,942244,990496,709344
2012-02-13,646760,958866,53811,381275
2012-02-14,54182,674277,312963,746695
2012-02-15,771455,991585,914426,3303
2012-02-16,473757,377505,81729,683442
2012-02-17,274094,961349,546558,937292
2012-02-18,772806,969810,154965,517456
2012-02-19,763603,606473,865805,325862
2012-02-20,948954,132138,45576,864965
2012-02-21,433353,154591,380332,419050
2012-02-22,613609,505031,27038,241009
2012-02-23,637556,273791,529672,726014
2012-02-24,724464,606415,901946,324387
2012-02-25,218925,880750,82812,800521
2012-02-26,378957,841348,36187,817309
2012-02-27,431322,544174,425815,634395
2012-02-28,874476,136935,930952,843705
2012-02-29,772470,661576,59128,718560
2012-03-01,901173,500120,539087,14538
2012-03-02,415316,193352,500734,948313
2012-03-03,676098,403068,710581,615739
2012-03-04,190596,690885,53447,450730
2012-03-05,853703,598295,541772,347573
2012-03-06,434019,875627,708466,189734
2012-03-07,658827,900535,149924,417113
2012-03-08,832083,231266,119654,925572
2012-03-09,623520,24207,613739,568683
2012-03-10,233721,434227,650846,908468
2012-03-11,506254,349307,849738,670185
2012-03-12,815025,409138,142782,86316
2012-03-13,677957,119215,575891,613911
2012-03-14,809881,718675,251922,93174
2012-03-15,995982,782105,173740,708298
2012-03-16,566695,682535,207217,687430
2012-03-17,789132,565572,166548,356429
2012-03-18,16252,249774,379394,449759
2012-03-19,242609,120648,196638,601925
2012-03-20,772470,765917,459187,700604
2012-03-21,824181,731511,222380,902020
2012-03-22,277778,362253,44282,68227
2012-03-23,71937,138918,275947,903646
2012-03-24,618347,61988,114735,637975
2012-03-25,150020,869797,188715,300069
2012-03-26,757004,539562,239115,606226
2012-03-27,636826,78200,19926,718691
2012-03-28,927077,141421,943530,85765
2012-03-29,201551,394995,64787,972329
2012-03-30,198964,166379,217475,953180
2012-03-31,405347,958076,210436,144294
2012-04-01,254554,634079,396771,884655
2012-04-02,587279,816147,875375,868219
2012-04-03,173704,338469,54950,211016
2012-04-04,608988,660697,469705,38540
2012-04-05,677662,179813,10696,239518
2012-04-06,503478,779969,725154,296454
2012-04-07,838123,780521,937267,247229
2012-04-08,926335,255527,944879,13790
2012-04-09,543358,464873,943519,420296
2012-04-10,528364,431514,488040,627711
2012-04-11,217795,485930,164179,307319
2012-04-12,604358,546304,635941,408943
2012-04-13,738655,335038,126176,269680
2012-04-14,652506,874293,649132,954845
2012-04-15,482312,893891,825403,266207
2012-04-16,496871,886066,207724,926277
2012-04-17,80989,670569,857308,381835
2012-04-18,172689,961989,67945,564158
2012-04-19,145424,626795,404242,28537
2012-04-20,587766,333469,399385,641937
2012-04-21,548465,243074,280458,15437
2012-04-22,270125,615954,149957,43284
2012-04-23,431300,180284,810191,653151
2012-04-24,236426,743796,223257,688026
2012-04-25,170448,724110,664660,979036
2012-04-26,778151,65654,149752,937915
2012-04-27,594738,301736,72952,247449
2012-04-28,980173,744640,465971,297328
2012-04-29,52028,852254,990133,109074
2012-04-30,180804,95773,304650,633325
2012-05-01,703615,714397,805041,937440
2012-05-02,69109,476142,399485,910237
2012-05-03,550354,662106,549030,486723
2012-05-04,674640,333370,514025,206371
2012-05-05,749401,562166,863580,364646
2012-05-06,469490,675956,188542,463119
2012-05-07,720320,826408,822641,854323
2012-05-08,485718,437513,607090,252291
2012-05-09,188924,729209,726830,649493
2012-05-10,939672,43630,7415,263101
2012-05-11,976156,760172,528454,827651
2012-05-12,530583,866509,727034,118709
2012-05-13,771070,289254,360971,331299
2012-05-14,830015,774815,818259,603058
2012-05-15,101238,146254,304528,348680
2012-05-16,428927,225375,633504,443824
2012-05-17,537272,675215,763266,946947
2012-05-18,71893,100898,473063,290102
2012-05-19,442362,162546,592954,545227
2012-05-20,940617,202558,445914,566128
2012-05-21,380226,891210,121685,56706
2012-05-22,538534,506517,936870,732360
2012-05-23,617244,619111,887887,603788
2012-05-24,508570,94518,153785,848403
2012-05-25,301244,234713,144461,723890
2012-05-26,822844,209573,164935,914517
2012-05-27,963547,381096,17524,379926
2012-05-28,780471,756244,511931,336107
2012-05-29,729472,992365,421049,935710
2012-05-30,831513,377031,72003,322386
2012-05-31,914325,745465,8207,86406
2012-06-01,524262,98706,670548,930945
2012-06-02,704025,194732,563642,251273
2012-06-03,329018,274616,689667,359988
2012-06-04,976934,642778,562234,461264
2012-06-05,676142,884753,334223,870941
2012-06-06,749515,741930,250556,726846
2012-06-07,233436,871367,373507,772125
2012-06-08,566641,407708,400796,616581
2012-06-09,133220,394261,550575,730835
2012-06-10,198020,87461,174657,66070
2012-06-11,109203,779415,239029,954033
2012-06-12,88510,431215,201620,900727
2012-06-13,829208,747312,341003,35464
2012-06-14,948694,352896,558873,227187
2012-06-15,430135,778096,223423,350290
2012-06-16,948121,844234,726532,76652
2012-06-17,240200,123886,793427,203760
2012-06-18,400115,74804,814646,949198
2012-06-19,116863,662801,235580,419396
2012-06-20,36820,607014,331932,943656
2012-06-21,593217,504193,306314,533595
2012-06-22,769790,619083,242683,944792
2012-06-23,621636,441249,104917,24286
2012-06-24,265612,828255,960164,414796
2012-06-25,159897,839468,603728,161003
2012-06-26,304277,11352,478113,378509
2012-06-27,105875,927151,352571,494056
2012-06-28,860386,789061,947379,326066
2012-06-29,504646,894122,570414,219565
2012-06-30,273076,979610,830861,10116
2012-07-01,623926,650033,54016,670810
2012-07-02,438787,403562,982365,738751
2012-07-03,282913,57671,645252,21057
2012-07-04,977097,220379,839338,210075
2012-07-05,742919,711442,231835,495319
2012-07-06,562025,313190,999560,329578
2012-07-07,731803,882271,586345,687974
2012-07-08,51969,147778,770862,143499
2012-07-09,442536,655094,535432,349415
2012-07-10,353955,411964,575449,665642
2012-07-11,114001,331884,247834,59628
2012-07-12,697639,247589,793089,357974
2012-07-13,784764,194479,489963,874844
2012-07-14,199691,743149,884592,786086
2012-07-15,801581,511485,482273,370886
2012-07-16,92107,412189,844542,318809
2012-07-17,968835,175074,970451,915518
2012-07-18,47309,367167,6077,52258
2012-07-19,949684,673295,602580,877850
2012-07-20,743740,721134,68306,933095
2012-07-21,954972,107529,364122,495989
2012-07-22,920890,10576,783399,58166
2012-07-23,432614,355650,781193,367003
2012-07-24,391094,944129,815131,490151
2012-07-25,442479,589945,565446,984277
2012-07-26,955682,994313,408468,953621
2012-07-27,942327,381241,467942,990774
2012-07-28,143772,82104,774081,601784
2012-07-29,535101,142996,735974,954589
2012-07-30,963010,906478,736784,26210
2012-07-31,867193,45945,636868,10815
2012-08-01,824942,739074,247107,455643
2012-08-02,665538,504577,14358,987690
2012-08-03,228752,375804,308297,805625
2012-08-04,927176,502231,788152,147566
2012-08-05,535272,529206,28536,933530
2012-08-06,987261,517139,844217,354501
2012-08-07,120523,996370,321462,196244
2012-08-08,191405,640280,827784,73672
2012-08-09,84228,651391,255623,945012
2012-08-10,49687,122164,173388,136914
2012-08-11,603848,72918,913409,96640
2012-08-12,696400,441620,293302,197061
2012-08-13,610576,570365,86924,847300
2012-08-14,317272,212875,166096,581363
2012-08-15,524042,992585,667662,942187
2012-08-16,570786,988879,791774,98309
2012-08-17,24978,625340,985067,447632
2012-08-18,478261,217104,332020,163977
2012-08-19,373008,617101,249491,303897
2012-08-20,896,629173,66835,19897
2012-08-21,825572,409606,689741,669862
2012-08-22,464830,383257,295020,46728
2012-08-23,954036,229183,1354,796288
2012-08-24,422259,315055,886383,728129
2012-08-25,479033,92175,397437,188831
2012-08-26,51912,294198,869469,843553
2012-08-27,116928,752082,500124,11703
2012-08-28,910292,415147,330701,416124
2012-08-29,740375,204257,524525,769152
2012-08-30,763432,788096,588536,155845
2012-08-31,257934,572942,887439,110162
2012-09-01,17744,513785,303313,941860
2012-09-02,670950,33154,472383,893524
2012-09-03,460306,497172,318487,370166
2012-09-04,18920,86778,777643,161944
2012-09-05,90099,174954,733194,398013
2012-09-06,211678,597264,120740,197331
2012-09-07,713892,769219,539392,59420
2012-09-08,511972,813294,775103,318524
2012-09-09,931239,592798,52401,221278
2012-09-10,804200,924119,671630,732135
2012-09-11,44201,80999,576254,969551
2012-09-12,925185,847667,720736,61554
2012-09-13,834385,287987,428322,602953
2012-09-14,297308,105465,104031,861308
2012-09-15,447230,180439,599847,484903
2012-09-16,636103,478963,870304,915359
2012-09-17,298196,686979,75856,944385
2012-09-18,719530,497741,249562,430093
2012-09-19,373912,768384,40657,840420
2012-09-20,444277,388019,814180,421058
2012-09-21,551489,850041,563619,936490
2012-09-22,338450,978472,48921,384933
2012-09-23,691290,849437,322245,558265
2012-09-24,812046,735127,451974,772131
2012-09-25,540691,92904,827639,835834
2012-09-26,873554,942225,218714,720850
2012-09-27,513785,458489,193277,46719
2012-09-28,25197,521309,47036,982036
2012-09-29,40455,354789,84454,876482
2012-09-30,268096,787269,581126,196312
2012-10-01,784386,627193,668691,704759
2012-10-02,529671,159317,945643,48848
2012-10-03,192028,550210,303891,317079
2012-10-04,962396,116470,480366,515511
2012-10-05,26090,143255,80751,572217
2012-10-06,805201,627151,95205,478642
2012-10-07,362782,706711,383575,161071
2012-10-08,626942,994439,633228,499308
2012-10-09,248405,35755,119821,748893
2012-10-10,912869,361662,786774,110720
2012-10-11,629961,650274,749490,790174
2012-10-12,488740,626022,971459,796612
2012-10-13,900980,351337,629324,42333
2012-10-14,222486,655729,63205,134380
2012-10-15,453967,884275,803863,6778
2012-10-16,147022,958636,197629,577323
2012-10-17,261531,732230,636621,309622
2012-10-18,240850,303824,292678,500969
2012-10-19,811646,977335,573309,5019
2012-10-20,326666,646466,879856,175073
2012-10-21,820464,319072,460995,53312
2012-10-22,63254,72250,926407,857094
2012-10-23,852887,775288,420853,335712
2012-10-24,791348,78507,509066,772895
2012-10-25,390314,456253,461310,50380
2012-10-26,672425,68864,87263,263676
2012-10-27,256816,804262,529836,137815
2012-10-28,799557,958620,712518,495773
2012-10-29,868350,634041,178002,639363
2012-10-30,734131,588329,947655,790113
2012-10-31,721369,725705,488418,881511
2012-11-01,31192,277465,500439,799964
2012-11-02,335713,556594,553992,775378
2012-11-03,450298,298586,276338,72812
2012-11-04,600760,867565,841944,622077
2012-11-05,823525,368061,471324,282326
2012-11-06,268103,919031,730605,301204
2012-11-07,503192,266175,864695,477904
2012-11-08,642447,552313,636671,234554
2012-11-09,449739,695121,6467,539892
2012-11-10,59052,132890,612045,706617
2012-11-11,618065,991735,284583,614471
2012-11-12,725719,581621,253601,323844
2012-11-13,857777,567147,61042,507434
2012-11-14,445380,459209,193269,46438
2012-11-15,650335,977303,917328,482338
2012-11-16,305270,332468,793291,804324
2012-11-17,94818,250875,432541,704274
2012-11-18,50250,588888,190681,906593
2012-11-19,143397,119913,154769,101057
2012-11-20,404810,452169,453541,149360
2012-11-21,976298,650698,310918,872345
2012-11-22,438459,140230,318638,582061
2012-11-23,925056,309124,347406,86158
2012-11-24,59851,368897,955045,818955
2012-11-25,273375,246918,641906,304761
2012-11-26,353034,443320,804459,685492
2012-11-27,409323,163302,648952,788734
2012-11-28,80742,23837,685900,709384
2012-11-29,58677,698092,493395,307516
2012-11-30,230826,160131,541525,861482
2012-12-01,306568,965504,920605,120464
2012-12-02,283979,320109,152796,200443
2012-12-03,659864,47448,42705,173223
2012-12-04,488755,266666,719349,921189
2012-12-05,118855,44169,269361,315743
2012-12-06,153020,623441,804857,682026
2012-12-07,206997,973547,529410,930194
2012-12-08,589676,618043,893638,655225
2012-12-09,17845,946470,109145,53639
2012-12-10,365830,19498,261843,210016
2012-12-11,489100,509688,70,125919
2012-12-12,238949,774014,201409,755146
2012-12-13,535437,5988,122926,835358
2012-12-14,237087,758957,707647,178354
2012-12-15,457481,950561,902775,494322
2012-12-16,120987,575380,645858,630499
2012-12-17,498613,46242,810837,68397
2012-12-18,275153,485955,344981,433439
2012-12-19,376435,216404,424428,256479
2012-12-20,642099,115011,567793,750126
2012-12-21,164936,289094,787483,477622
2012-12-22,585627,781021,541887,366126
2012-12-23,599680,162983,526103,861409
2012-12-24,906152,269995,888036,465925
2012-12-25,518905,232159,545636,129802
2012-12-26,65342,209063,119008,489582
2012-12-27,11066,602197,257319,648435
2012-12-28,471183,651379,853050,347287
2012-12-29,943271,341889,496337,567815
2012-12-30,693216,557921,236174,659770
2012-12-31,660478,130098,97942,994095
2013-01-01,65008,790986,793105,557916
2013-01-02,830984,106360,992157,765205
2013-01-03,189603,720702,348656,377833
2013-01-04,566847,300250,170736,690331
2013-01-05,52511,897283,578598,932765
2013-01-06,851178,919502,778074,729482
2013-01-07,474842,564872,343839,658504
2013-01-08,628650,117552,969826,557705
2013-01-09,415064,826738,346170,56971
2013-01-10,16243,359520,705883,818838
2013-01-11,421117,409257,852497,551784
2013-01-12,139970,589732,90647,951130
2013-01-13,413481,710107,545250,362034
2013-01-14,749825,898873,543442,956517
2013-01-15,445258,53473,336085,531010
2013-01-16,304634,496981,592020,549823
2013-01-17,384754,831322,246880,834290
2013-01-18,335319,24439,848332,444051
2013-01-19,138529,735054,416004,345330
2013-01-20,340588,720299,774217,13428
2013-01-21,473637,264676,676171,782608
2013-01-22,454524,44316,36913,808580
2013-01-23,460601,332124,773342,988465
2013-01-24,298489,14677,482669,354284
2013-01-25,796171,784240,508698,327303
2013-01-26,202478,283323,168441,826039
2013-01-27,141871,751593,587808,695822
2013-01-28,929730,492918,616988,18124
2013-01-29,65881,778653,232243,306261
2013-01-30,936315,144366,98984,963828
2013-01-31,888964,966438,808997,12066
2013-02-01,561869,968098,862954,245909
2013-02-02,894547,461633,605167,133759
2013-02-03,430157,187284,935091,312228
2013-02-04,964535,299290,467001,886760
2013-02-05,337036,197875,941801,656703
2013-02-06,44160,981531,844112,753962
2013-02-07,900162,193175,174576,989105
2013-02-08,152485,446663,557640,399431
2013-02-09,205554,264982,714947,512597
2013-02-10,491159,894383,184323,105098
2013-02-11,951863,97765,125130,162929
2013-02-12,391315,774371,953535,332752
2013-02-13,143427,861167,763788,731711
2013-02-14,184792,156868,381135,290905
2013-02-15,208900,791261,857199,202829
2013-02-16,592914,838501,769371,339839
2013-02-17,993804,409828,581114,157815
2013-02-18,413952,948291,68147,416562
2013-02-19,437283,819138,797422,487707
2013-02-20,654235,226629,140171,868581
2013-02-21,522795,608594,363654,488584
2013-02-22,799310,381538,567180,371102
2013-02-23,523771,797682,67538,696287
2013-02-24,517983,345982,820505,880763
2013-02-25,61763,16498,627938,263879
2013-02-26,455109,985192,775706,731166
2013-02-27,880448,147884,977112,241682
2013-02-28,437085,70135,466874,436247
2013-03-01,120884,743401,395856,58406
2013-03-02,47633,19763,863524,284668
2013-03-03,694995,517313,650148,634605
2013-03-04,464611,194774,658453,40184
2013-03-05,757793,280473,325854,83305
2013-03-06,288072,410557,714289,56862
2013-03-07,246196,860305,283988,849015
2013-03-08,842725,451169,257398,431902
2013-03-09,216483,284212,558652,39880
2013-03-10,421780,387130,562026,211404
2013-03-11,414545,761553,467698,280650
2013-03-12,445229,14009,893374,295495
2013-03-13,979021,275110,113019,110503
2013-03-14,793156,899653,712211,422161
2013-03-15,590898,913531,496011,714208
2013-03-16,977338,231659,757326,675141
2013-03-17,729758,453099,562532,335210
2013-03-18,120006,964683,452560,736981
2013-03-19,685826,874444,590467,75743
2013-03-20,532943,726636,616889,189364
2013-03-21,426361,157602,938198,223055
2013-03-22,494114,878371,675968,228493
2013-03-23,213428,241596,254464,515822
2013-03-24,418813,297255,411243,554993
2013-03-25,746196,483828,275909,47111
2013-03-26,578832,379566,782005,35544
2013-03-27,101244,906358,45762,160245
2013-03-28,228267,719504,654220,111684
2013-03-29,302656,938328,77118,32572
